Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.5699008,0.48821557,0.844359517093271,0.6310603646840711,0.7664783244060848,0.6916940444158219,0.5409154857623202
0.5024919,0.32863283,0.8516680188111232,0.7281408921769483,0.6293001106708176,0.6698034737701111,0.5155022067137278
0.4961372,0.35011917,0.8505552680082953,0.712828221645448,0.6620065739301858,0.6845321925924978,0.529750563561936
0.47268158,0.36544093,0.8489321801759526,0.698833613872703,0.6779651590959181,0.6873612214125738,0.5325138591428074
0.5006881,0.4800626,0.8480451274609889,0.7297072983581342,0.5459872533415602,0.6141919615678072,0.46318560592839464
0.5040079,0.34801012,0.8309343035407122,0.6529722721008002,0.7102637178343936,0.6799105772408652,0.5224825608058611
0.46865997,0.34892744,0.8509994302663476,0.7180356970489519,0.6495440710408725,0.6783282740416705,0.523950429002063
0.48185486,0.3653996,0.8379006825070656,0.6839601197091664,0.6764662850961334,0.6763962328157804,0.5201767839338688
0.4606329,0.3894229,0.8514314608365965,0.7198370831917351,0.651128996295129,0.680895494706691,0.5262510100070628
0.47225457,0.39159042,0.8514586744563761,0.7117052395749117,0.666149609455192,0.6861906075592097,0.5318487601307852
0.47182718,0.37404972,0.8501530931731668,0.7032259058437718,0.6746975415873835,0.6875944392647606,0.532969215893291
0.49339247,0.36657134,0.8513985017983648,0.7174815972831268,0.6550820022967971,0.6818445797711115,0.5274247718888967
0.47878703,0.3597479,0.8517789431406562,0.7340837337851287,0.6224813450613672,0.6673975318049334,0.5130839621476475
0.5042871,0.4085865,0.8499048217179351,0.7027730605314382,0.6761552885035083,0.6879707614301691,0.5334057148151352
0.46373025,0.3518466,0.8514168861089937,0.7329992564471284,0.626475809070326,0.6697818994335218,0.5152278292778685
0.46676522,0.33739978,0.8502829947687265,0.7144953918637449,0.6571298177535155,0.6819451500518632,0.5272094765609155
0.48451418,0.40076825,0.8502492099646444,0.7045618278934871,0.6701987631482261,0.6858142390946542,0.531104076034939
0.47757104,0.36388156,0.8533817800546375,0.731863284727815,0.6330146712474776,0.6744601756303503,0.520211779174685
0.47893995,0.41285306,0.8504136681307739,0.708749195172969,0.6593703816075327,0.6815322037964127,0.5267408515646681
0.4706859,0.42000636,0.8514559138001956,0.7231922571680516,0.6459102987934205,0.6787466491076435,0.5241472808357989
0.46966428,0.3417195,0.8506589663819422,0.720516132764728,0.6481333149617228,0.6794661672550185,0.5245211704853433
0.4696458,0.35393214,0.8502789134111028,0.715768371131406,0.6568847604109616,0.6825927783841346,0.5277066272371302
0.47398823,0.37908942,0.8516958554712651,0.7368744863456358,0.6199850053393463,0.6666730619246526,0.5122913314061581
0.4673381,0.36035845,0.8522005092148001,0.7365908211309523,0.6212524288434178,0.666850464294845,0.5128070779984495
0.46240953,0.33387166,0.8499378477496761,0.7048495008843112,0.6720861152445696,0.6864233927422675,0.5318923844038348
0.46604633,0.338561,0.848953376466862,0.696282277643788,0.6794791176403482,0.6869691451570209,0.5322415328147027
0.4970348,0.33696276,0.8518709971069132,0.7205763053890462,0.6479509344280976,0.6789357883648643,0.5245671585583298
0.46589118,0.38913816,0.8505216954879843,0.7089909594410433,0.661956628779416,0.6830137392821651,0.5282886367988272
0.45990917,0.34857088,0.8516705424098299,0.7230899223709057,0.6453870674960319,0.6784507064834207,0.5239108577013318
0.4651801,0.3319317,0.8513536529219888,0.7191234583022463,0.6493568638027589,0.6794778065347119,0.5248733367431057
0.4766304,0.33082777,0.8502404846710451,0.7114370991957517,0.6616936975381336,0.6836009860653702,0.5288339511796204
0.46523085,0.36916453,0.854286528757702,0.7378815047849849,0.6225822428398173,0.6701340715603068,0.5161160322632559
0.45970485,0.36018878,0.8503695176763437,0.7013157595006885,0.6701353250882682,0.684410860741522,0.5298097367190432
0.46649328,0.35710806,0.8512083017766772,0.7239944791345261,0.643091631618017,0.6772727443167168,0.5226089307806654
0.46888557,0.35251456,0.8500655002483003,0.7028506973298871,0.6644482029071854,0.681877861204762,0.5271632613707291
0.46325737,0.3594696,0.8510056592948259,0.7197039842963127,0.6445240425486138,0.6768820139909931,0.5221512207738346
0.45859888,0.3565829,0.8499431869990506,0.705443974221978,0.6657290089701668,0.6835497249516171,0.5287884292460465
0.47283667,0.3372621,0.8514109317218717,0.7243331977277649,0.643269949691552,0.6775013409747,0.5228957209699105
0.4562252,0.3418576,0.8517953728787839,0.7222159566139724,0.6448650281166695,0.6779998679432545,0.5234657504500525
0.46326128,0.3471517,0.8516310661810116,0.7245500158965121,0.6426830506868025,0.6774299693581585,0.5228251760092193
0.45303097,0.33043736,0.8519175663594278,0.7299716925651923,0.6343657366318062,0.6738597266093085,0.5194059362031156
0.45969945,0.38129753,0.8517316533973431,0.7315391251843195,0.6317155057730188,0.6723669495073978,0.5179572803888126
0.46906906,0.33327726,0.8514880027339653,0.7192089093145633,0.6517027999993426,0.6809626601197314,0.5263652856696754
0.46437567,0.35477105,0.8516589505134247,0.7173311764972508,0.6522263405006413,0.6808050506584458,0.5262148373746487
0.4564526,0.35220137,0.851568549639598,0.7213213344501923,0.6496816335825035,0.6805480258722665,0.5259327427869287
0.45313936,0.35885558,0.8521054265271514,0.7291024900122892,0.6318070762463911,0.6722962939564006,0.5178657678082003
0.4601526,0.3473704,0.8508237896619043,0.7131408658419089,0.6614280265772569,0.6843622070512216,0.5296444310562014
0.45742026,0.34760824,0.8515367063840182,0.723666874986274,0.6472377753480667,0.6797890334493297,0.5251706959443817
0.45280895,0.3579753,0.8513081488461272,0.7178127386208291,0.6592594261706098,0.684935954795483,0.5302737310566124
0.45720634,0.35727525,0.8519050599306572,0.7242459821947647,0.6454104022762291,0.6789010036759862,0.5244020984701876
0.4557976,0.3419141,0.8515005336723269,0.7199568039846196,0.6508270842757146,0.6807236527434499,0.5261149829564546
0.45743206,0.34853688,0.8502509011971504,0.7055959383254482,0.668382086632962,0.6851766066951337,0.5304735238863179
0.4550414,0.35383925,0.8509428818988021,0.7123481056185148,0.6607252387720561,0.683634513753502,0.5289784430488634
0.46672553,0.37982312,0.8506900636715959,0.7165175061347061,0.6542054690316355,0.6814035916749189,0.5266041608557739
0.46622926,0.37471256,0.8509167261539002,0.7126542176275856,0.6593016700644134,0.6829613912824022,0.5282802387047707
0.46167642,0.34726602,0.8506798496663069,0.714573118023601,0.6584982480996919,0.6830978752567123,0.5283580248310301
0.45957926,0.34311578,0.851667551114177,0.7230128096932866,0.6428349546648986,0.6769174424854705,0.5223879294839882
0.4532484,0.34310982,0.8508612141542204,0.7132621420304868,0.6601473023820367,0.6835728972455193,0.528907926024474
0.46412015,0.3447928,0.850772156988256,0.7131476911288566,0.6596065440578459,0.6832676149830219,0.5285542734224029
0.45219988,0.35637307,0.8508533246460089,0.711795540748627,0.6587117898819889,0.6823290463652995,0.5276283015227623
0.45555744,0.37126607,0.8487270049650137,0.697243152813458,0.6764004766918723,0.6858909656806192,0.5309592232741978
0.46492583,0.35734555,0.8499897017890659,0.7014102658228425,0.6692157215576232,0.6839649937592405,0.5292241908399126
0.45327595,0.3526538,0.8506990895746681,0.7119275926553654,0.6647746041954596,0.6856866196328164,0.5310060820707961
0.4711738,0.36630607,0.8510737999363855,0.7143148183107666,0.6586080956342235,0.6832159485327955,0.5285471842859423
0.45885518,0.36213538,0.8515081073965276,0.7189380824125808,0.6535814029338254,0.6819859628225944,0.5273893570817534
0.45309034,0.354618,0.8520350998960772,0.7236748661056269,0.647748167064973,0.6800274197083984,0.5256002444524449
0.45304403,0.3541965,0.8507508218288509,0.7099132303036714,0.6629596148437953,0.6840259503903783,0.5293207518600227
0.46200225,0.3517735,0.8505977500115259,0.7078151938066162,0.6658572335893049,0.684738360461576,0.5300663376210962
0.46233317,0.38069972,0.8467933033819252,0.6792329758736856,0.6874246632602722,0.6832633524949105,0.5281240923175256
0.44532514,0.34125665,0.8516636516205148,0.7212307496395489,0.6500132535601193,0.6807302754285907,0.5261410332773324
0.44883558,0.35864043,0.8505058578104512,0.7115620834851686,0.6641923606966764,0.6853165576989786,0.5305311647473602
0.4532418,0.35761106,0.8537389680862255,0.7322221493552581,0.6363245657834327,0.6767694288655919,0.5225477068428154
0.4507782,0.35952723,0.8533712882510345,0.7257641368139511,0.6458054697146145,0.6805226659123905,0.5261759848777209
0.44436964,0.35259283,0.8525914719507877,0.722339940987629,0.6516923150097578,0.6825539871088457,0.5280857464339437
0.44455627,0.35285887,0.852875528058781,0.7235847376020021,0.6495223996681302,0.681825193893977,0.5273922375837539
0.4486526,0.3520712,0.8505220543177536,0.7207983231126109,0.6478881562104859,0.678996179717664,0.5241582984423526
0.44621986,0.34519404,0.8537751809731523,0.7301561645153227,0.635835231402467,0.6757477199712401,0.5216091949739421
0.45362377,0.35581398,0.8537006013038207,0.7310327358325324,0.6364420010754882,0.676571931774245,0.522320757521399
0.45285895,0.35198328,0.8535640242703829,0.727254989919375,0.6402617391748366,0.6776387097723919,0.5233887688453729
0.44849876,0.35399225,0.8524606962939438,0.7265493179876519,0.642979068480641,0.6786634229678492,0.5241632939031114
0.45403793,0.36067638,0.8521218466623499,0.7170269375799785,0.6557617851146031,0.683001421742709,0.5284587400543304
0.45869923,0.35680327,0.8534980280999563,0.7315474934216615,0.6337391061219501,0.6748574909901699,0.5206309229704287
0.4493771,0.34141827,0.8530390276850139,0.7216594580035203,0.6536460925020215,0.6837631818573786,0.5293315586249896
0.45027724,0.35068685,0.8527040115860789,0.7180091563565565,0.658329057860257,0.6850106704893433,0.5305782494135494
0.45676923,0.3536363,0.8538183943519342,0.7300679739532847,0.6396520060725417,0.6782224620711195,0.5240014497043483
0.44700715,0.3484925,0.8521430886387815,0.716364701654375,0.6573928080610247,0.6838198157801798,0.5292390969109869
0.44489148,0.3545557,0.8525048896080191,0.7160587956006643,0.6628017255635225,0.6868016552043665,0.5323562925721744
0.4503281,0.35811412,0.8532935715270047,0.7265457487847973,0.6453047207297525,0.680302389012235,0.5259877158774344
0.45050272,0.3443733,0.8535275681217995,0.7232606357892339,0.6520373246072495,0.6835428680516362,0.5291924719338017
0.44710448,0.36599422,0.8520856492624835,0.7135874014649193,0.6620606960184385,0.6854108597820056,0.5308649185699807
0.45338002,0.3792892,0.8540874007131622,0.744015530492996,0.6090429899729366,0.6626833628685178,0.5089241538604222
0.45703653,0.3509059,0.8535443481805958,0.723332344492317,0.6523884938831959,0.6837778629147351,0.5294306066415605
0.45621604,0.37435746,0.8523850918929531,0.7134959611901632,0.6587908487751611,0.683478606926001,0.529050097328096
0.4541859,0.35166824,0.8504063085711253,0.711841895529099,0.6573720695632072,0.6815042953367327,0.5266888220025084
0.4508936,0.36305282,0.8532041551759848,0.7224418987803363,0.6490645678253922,0.6812681746505707,0.5269226219042694
0.45201328,0.35612652,0.85349958885957,0.7249383089452325,0.6459451749662299,0.6803607899744533,0.5260575285856213
0.44810915,0.35290986,0.8520035683894234,0.7119772645220184,0.6637283441041238,0.6856693029918101,0.5311506925124765
0.44403473,0.36511165,0.8498405785590832,0.7107451622141816,0.6649946384528855,0.6854249785528026,0.5304519814480817
0.45286313,0.36655203,0.850139965233293,0.7140335768087716,0.6598120176749349,0.6836986349158842,0.5287730275501991
0.44638187,0.36186832,0.8541527430942183,0.7336972251038127,0.6337965579251208,0.6758211892223788,0.5216931149655222
